frame,time,map_case,left_wall_range,right_wall_range,width_observation,estimated_corridor_width,estimated_offset,corridor_model_initialized,corridor_model_update_enabled,corridor_model_frozen,opening_candidate_count,opening_group_count,junction_detected,opening_groups_json,leader_speed,lidar_x_eval,lidar_y_eval,GT_corridor_width_eval_only,GT_phase_eval_only,GT_opening_within_sensor_range_eval_only,profile_max_error,nan_inf_state_count
66,1.1166666666666676,M1_CROSS_BASELINE,40.270845843339806,43.729154156660194,84.0,84.0,1.5570877890311294,True,False,True,15,2,True,"[{""group_id"":0,""start_angle_deg"":-24.5,""end_angle_deg"":-16.5,""center_angle_deg"":-20.5,""angular_width_deg"":8.0,""beam_count"":8,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":23.570691722255127,""max_delta_range"":42.48779302013675},{""group_id"":1,""start_angle_deg"":15.5,""end_angle_deg"":22.5,""center_angle_deg"":19.0,""angular_width_deg"":7.0,""beam_count"":7,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":24.932674816076023,""max_delta_range"":42.498299412929555}]",55.364950335487784,-1.7291541566601936,-139.60980082079473,84.0,CORRIDOR,True,42.498299412929555,0
72,1.2166666666666672,M1_CROSS_BASELINE,40.26600097165114,43.73399902834886,84.0,84.0,1.5570877890311294,True,False,True,17,2,True,"[{""group_id"":0,""start_angle_deg"":-25.5,""end_angle_deg"":-16.5,""center_angle_deg"":-21.0,""angular_width_deg"":9.0,""beam_count"":9,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":26.107779607732564,""max_delta_range"":46.516542261531086},{""group_id"":1,""start_angle_deg"":15.5,""end_angle_deg"":23.5,""center_angle_deg"":19.5,""angular_width_deg"":8.0,""beam_count"":8,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":27.69763563134524,""max_delta_range"":46.9470358623948}]",55.879706672721746,-1.7339990283488587,-134.03195665760123,84.0,CORRIDOR,True,46.9470358623948,0
78,1.3166666666666669,M1_CROSS_BASELINE,40.263536450989825,43.736463549010175,84.0,84.0,1.5570877890311294,True,False,True,19,2,True,"[{""group_id"":0,""start_angle_deg"":-26.5,""end_angle_deg"":-16.5,""center_angle_deg"":-21.5,""angular_width_deg"":10.0,""beam_count"":10,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":28.51367842727634,""max_delta_range"":50.229602542582484},{""group_id"":1,""start_angle_deg"":15.5,""end_angle_deg"":24.5,""center_angle_deg"":20.0,""angular_width_deg"":9.0,""beam_count"":9,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":30.294367529899837,""max_delta_range"":51.008337614946}]",54.264562119375725,-1.736463549010176,-128.51673737372934,84.0,CORRIDOR,True,51.008337614946,0
84,1.4166666666666665,M1_CROSS_BASELINE,40.26237680670757,43.73762319329243,84.0,84.0,1.5570877890311294,True,False,True,23,2,True,"[{""group_id"":0,""start_angle_deg"":-28.5,""end_angle_deg"":-16.5,""center_angle_deg"":-22.5,""angular_width_deg"":12.0,""beam_count"":12,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":32.96672168137525,""max_delta_range"":56.83648028913821},{""group_id"":1,""start_angle_deg"":15.5,""end_angle_deg"":26.5,""center_angle_deg"":21.0,""angular_width_deg"":11.0,""beam_count"":11,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":35.05145720384639,""max_delta_range"":58.15459205831391}]",50.114850839637135,-1.7376231932924309,-123.31468693477427,84.0,CORRIDOR,True,58.15459205831391,0
90,1.5166666666666662,M1_CROSS_BASELINE,40.26191672139706,43.73808327860294,84.0,84.0,1.5570877890311294,True,False,True,25,2,True,"[{""group_id"":0,""start_angle_deg"":-29.5,""end_angle_deg"":-16.5,""center_angle_deg"":-23.0,""angular_width_deg"":13.0,""beam_count"":13,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":35.02837373863517,""max_delta_range"":59.78297159949271},{""group_id"":1,""start_angle_deg"":15.5,""end_angle_deg"":27.5,""center_angle_deg"":21.5,""angular_width_deg"":12.0,""beam_count"":12,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":37.24133220161557,""max_delta_range"":61.315508266152676}]",44.712747235143944,-1.738083278602946,-118.61689015664723,84.0,CORRIDOR,True,61.315508266152676,0
96,1.6166666666666658,M1_CROSS_BASELINE,40.26146866567121,43.73853133432879,84.0,84.0,1.5570877890311294,True,False,True,29,2,True,"[{""group_id"":0,""start_angle_deg"":-31.5,""end_angle_deg"":-16.5,""center_angle_deg"":-24.0,""angular_width_deg"":15.0,""beam_count"":15,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":38.863571752564745,""max_delta_range"":65.07709145199168},{""group_id"":1,""start_angle_deg"":15.5,""end_angle_deg"":29.5,""center_angle_deg"":22.5,""angular_width_deg"":14.0,""beam_count"":14,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":41.29328480744069,""max_delta_range"":66.95406406082883}]",40.500590861543685,-1.7385313343287923,-114.41223342629699,84.0,CORRIDOR,True,66.95406406082883,0
102,1.7166666666666655,M1_CROSS_BASELINE,40.25985081295415,43.74014918704585,84.0,84.0,1.5570877890311294,True,False,True,31,2,True,"[{""group_id"":0,""start_angle_deg"":-32.5,""end_angle_deg"":-16.5,""center_angle_deg"":-24.5,""angular_width_deg"":16.0,""beam_count"":16,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":40.646922287203154,""max_delta_range"":67.45884299877642},{""group_id"":1,""start_angle_deg"":15.5,""end_angle_deg"":30.5,""center_angle_deg"":23.0,""angular_width_deg"":15.0,""beam_count"":15,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":43.1764960621853,""max_delta_range"":69.48029837409169}]",39.875452417853616,-1.7401491870458499,-110.43350948487776,84.0,CORRIDOR,True,69.48029837409169,0
108,1.816666666666665,M1_CROSS_BASELINE,40.255431982703556,43.744568017296444,84.0,84.0,1.5570877890311294,True,False,True,35,2,True,"[{""group_id"":0,""start_angle_deg"":-34.5,""end_angle_deg"":-16.5,""center_angle_deg"":-25.5,""angular_width_deg"":18.0,""beam_count"":18,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":43.97930523729494,""max_delta_range"":71.7719542830628},{""group_id"":1,""start_angle_deg"":15.5,""end_angle_deg"":32.5,""center_angle_deg"":24.0,""angular_width_deg"":17.0,""beam_count"":17,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":46.68811679707007,""max_delta_range"":74.03478284384828}]",43.14484590204985,-1.7445680172964442,-106.27984251527074,84.0,CORRIDOR,True,74.03478284384828,0
114,1.9166666666666647,M1_CROSS_BASELINE,40.249427274996016,43.750572725003984,84.0,84.0,1.5570877890311294,True,False,True,38,2,True,"[{""group_id"":0,""start_angle_deg"":-36.5,""end_angle_deg"":-16.5,""center_angle_deg"":-26.5,""angular_width_deg"":20.0,""beam_count"":20,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":47.03279104030638,""max_delta_range"":75.5670798912213},{""group_id"":1,""start_angle_deg"":15.5,""end_angle_deg"":33.5,""center_angle_deg"":24.5,""angular_width_deg"":18.0,""beam_count"":18,""mean_range"":149.97120859012293,""max_range"":150.0,""mean_delta_range"":48.30781182416606,""max_delta_range"":76.09889360228193}]",47.807858655062546,-1.7505727250039873,-101.6910849599836,84.0,CORRIDOR,True,76.09889360228193,0
120,2.0166666666666644,M1_CROSS_BASELINE,40.24545700857668,43.75454299142332,84.0,84.0,1.5570877890311294,True,False,True,41,2,True,"[{""group_id"":0,""start_angle_deg"":-38.5,""end_angle_deg"":-17.5,""center_angle_deg"":-28.0,""angular_width_deg"":21.0,""beam_count"":21,""mean_range"":149.44249914475026,""max_range"":150.0,""mean_delta_range"":51.64960858250848,""max_delta_range"":78.93084146887855},{""group_id"":1,""start_angle_deg"":16.5,""end_angle_deg"":36.5,""center_angle_deg"":26.5,""angular_width_deg"":20.0,""beam_count"":20,""mean_range"":149.16650278433818,""max_range"":150.0,""mean_delta_range"":54.44860257472203,""max_delta_range"":81.53033892631396}]",51.12775309131657,-1.7545429914233175,-96.70012147197242,84.0,CORRIDOR,True,81.53033892631396,0
126,2.116666666666664,M1_CROSS_BASELINE,40.243785912847024,43.756214087152976,84.0,84.0,1.5570877890311294,True,False,True,46,2,True,"[{""group_id"":0,""start_angle_deg"":-41.5,""end_angle_deg"":-18.5,""center_angle_deg"":-30.0,""angular_width_deg"":23.0,""beam_count"":23,""mean_range"":148.13614479446122,""max_range"":150.0,""mean_delta_range"":56.11751460767628,""max_delta_range"":83.30445561509664},{""group_id"":1,""start_angle_deg"":16.5,""end_angle_deg"":39.5,""center_angle_deg"":28.0,""angular_width_deg"":23.0,""beam_count"":23,""mean_range"":147.265855775426,""max_range"":150.0,""mean_delta_range"":56.3760823740248,""max_delta_range"":86.05199118733145}]",52.17304113686742,-1.7562140871529783,-91.50634008540604,84.0,CORRIDOR,True,86.05199118733145,0
132,2.2166666666666637,M1_CROSS_BASELINE,40.24284751731415,43.75715248268585,84.0,84.0,1.5570877890311294,True,False,True,51,2,True,"[{""group_id"":0,""start_angle_deg"":-44.5,""end_angle_deg"":-18.5,""center_angle_deg"":-31.5,""angular_width_deg"":26.0,""beam_count"":26,""mean_range"":146.0297961941941,""max_range"":150.0,""mean_delta_range"":57.22137240940568,""max_delta_range"":87.0091049881495},{""group_id"":1,""start_angle_deg"":17.5,""end_angle_deg"":42.5,""center_angle_deg"":30.0,""angular_width_deg"":25.0,""beam_count"":25,""mean_range"":145.269399417469,""max_range"":150.0,""mean_delta_range"":59.79490664093648,""max_delta_range"":89.85800808559682}]",50.700520992080065,-1.7571524826858491,-86.35485790794884,84.0,CORRIDOR,True,89.85800808559682,0
138,2.3166666666666633,M1_CROSS_BASELINE,40.2419426092427,43.7580573907573,84.0,84.0,1.5570877890311294,True,False,True,55,2,True,"[{""group_id"":0,""start_angle_deg"":-47.5,""end_angle_deg"":-19.5,""center_angle_deg"":-33.5,""angular_width_deg"":28.0,""beam_count"":28,""mean_range"":144.20343702986233,""max_range"":150.0,""mean_delta_range"":60.01746397130531,""max_delta_range"":90.1684064852892},{""group_id"":1,""start_angle_deg"":18.5,""end_angle_deg"":45.5,""center_angle_deg"":32.0,""angular_width_deg"":27.0,""beam_count"":27,""mean_range"":143.26975494652496,""max_range"":150.0,""mean_delta_range"":62.5128740870346,""max_delta_range"":93.08929898576923}]",47.34939595943886,-1.7580573907572994,-81.47257295829957,84.0,OPENING_APPROACH,True,93.08929898576923,0
144,2.416666666666663,M1_CROSS_BASELINE,40.24071952311239,43.75928047688761,84.0,84.0,1.5570877890311294,True,False,True,62,2,True,"[{""group_id"":0,""start_angle_deg"":-51.5,""end_angle_deg"":-20.5,""center_angle_deg"":-36.0,""angular_width_deg"":31.0,""beam_count"":31,""mean_range"":142.75960661773013,""max_range"":150.0,""mean_delta_range"":63.41681800191097,""max_delta_range"":93.69232724976274},{""group_id"":1,""start_angle_deg"":18.5,""end_angle_deg"":49.5,""center_angle_deg"":34.0,""angular_width_deg"":31.0,""beam_count"":31,""mean_range"":141.22275670712648,""max_range"":150.0,""mean_delta_range"":63.84205857718,""max_delta_range"":96.68052377017091}]",44.1020997861804,-1.7592804768876116,-76.93573224906203,84.0,OPENING_APPROACH,True,96.68052377017091,0
150,2.5166666666666626,M1_CROSS_BASELINE,40.2381461461208,43.7618538538792,84.0,84.0,1.5570877890311294,True,False,True,68,2,True,"[{""group_id"":0,""start_angle_deg"":-55.5,""end_angle_deg"":-20.5,""center_angle_deg"":-38.0,""angular_width_deg"":35.0,""beam_count"":35,""mean_range"":140.97485248828502,""max_range"":150.0,""mean_delta_range"":64.47149693350498,""max_delta_range"":96.57664085809168},{""group_id"":1,""start_angle_deg"":19.5,""end_angle_deg"":52.5,""center_angle_deg"":36.0,""angular_width_deg"":33.0,""beam_count"":33,""mean_range"":139.57919839598085,""max_range"":150.0,""mean_delta_range"":65.93006049482516,""max_delta_range"":98.93705959982023}]",42.475357531881556,-1.761853853879204,-72.63658904805315,84.0,OPENING_APPROACH,True,98.93705959982023,0
156,2.6166666666666623,M1_CROSS_BASELINE,40.234270015824855,43.765729984175145,84.0,84.0,1.5570877890311294,True,False,True,73,2,True,"[{""group_id"":0,""start_angle_deg"":-58.5,""end_angle_deg"":-21.5,""center_angle_deg"":-40.0,""angular_width_deg"":37.0,""beam_count"":37,""mean_range"":139.49204804310222,""max_range"":150.0,""mean_delta_range"":66.18629806715512,""max_delta_range"":98.39239639528373},{""group_id"":1,""start_angle_deg"":20.5,""end_angle_deg"":56.5,""center_angle_deg"":38.5,""angular_width_deg"":36.0,""beam_count"":36,""mean_range"":138.31797834308702,""max_range"":150.0,""mean_delta_range"":68.58715547791806,""max_delta_range"":101.46870136195955}]",42.71315696066607,-1.765729984175145,-68.38789655811775,84.0,OPENING_APPROACH,True,101.46870136195955,0
162,2.716666666666662,M1_CROSS_BASELINE,40.23011885089287,43.76988114910713,84.0,84.0,1.5570877890311294,True,False,True,82,2,True,"[{""group_id"":0,""start_angle_deg"":-63.5,""end_angle_deg"":-22.5,""center_angle_deg"":-43.0,""angular_width_deg"":41.0,""beam_count"":41,""mean_range"":138.5527593945448,""max_range"":150.0,""mean_delta_range"":69.13633804552728,""max_delta_range"":100.87591396821946},{""group_id"":1,""start_angle_deg"":20.5,""end_angle_deg"":61.5,""center_angle_deg"":41.0,""angular_width_deg"":41.0,""beam_count"":41,""mean_range"":136.79589209743028,""max_range"":150.0,""mean_delta_range"":69.84850583459956,""max_delta_range"":104.0027299608045}]",43.951357373388795,-1.7698811491071271,-64.04762977815983,84.0,OPENING_APPROACH,True,104.0027299608045,0
168,2.8166666666666615,M1_CROSS_BASELINE,40.22708256125945,43.77291743874055,84.0,84.0,1.5570877890311294,True,False,True,90,2,True,"[{""group_id"":0,""start_angle_deg"":-68.5,""end_angle_deg"":-23.5,""center_angle_deg"":-46.0,""angular_width_deg"":45.0,""beam_count"":45,""mean_range"":137.55466272182127,""max_range"":150.0,""mean_delta_range"":71.4675165868035,""max_delta_range"":102.78938775396085},{""group_id"":1,""start_angle_deg"":21.5,""end_angle_deg"":66.5,""center_angle_deg"":44.0,""angular_width_deg"":45.0,""beam_count"":45,""mean_range"":135.7749588127344,""max_range"":150.0,""mean_delta_range"":72.30230945618271,""max_delta_range"":105.96597604998746}]",45.09408469458366,-1.772917438740551,-59.581514065527564,84.0,OPENING_APPROACH,True,105.96597604998746,0
174,2.916666666666661,M1_CROSS_BASELINE,40.22509231016349,43.77490768983651,84.0,84.0,1.5570877890311294,True,False,True,99,2,True,"[{""group_id"":0,""start_angle_deg"":-73.5,""end_angle_deg"":-24.5,""center_angle_deg"":-49.0,""angular_width_deg"":49.0,""beam_count"":49,""mean_range"":136.54964593003405,""max_range"":150.0,""mean_delta_range"":73.32504136817188,""max_delta_range"":104.2249398877521},{""group_id"":1,""start_angle_deg"":22.5,""end_angle_deg"":72.5,""center_angle_deg"":47.5,""angular_width_deg"":50.0,""beam_count"":50,""mean_range"":135.05176354319482,""max_range"":150.0,""mean_delta_range"":74.9205023646009,""max_delta_range"":107.70483496936588}]",45.40340591148305,-1.7749076898365133,-55.045323758019336,84.0,OPENING_APPROACH,True,107.70483496936588,0
180,3.016666666666661,M1_CROSS_BASELINE,40.22369465138788,43.77630534861212,84.0,84.0,1.5570877890311294,True,False,True,108,2,True,"[{""group_id"":0,""start_angle_deg"":-78.5,""end_angle_deg"":-25.5,""center_angle_deg"":-52.0,""angular_width_deg"":53.0,""beam_count"":53,""mean_range"":135.59454721036607,""max_range"":150.0,""mean_delta_range"":74.83642344559877,""max_delta_range"":105.24570594890672},{""group_id"":1,""start_angle_deg"":23.5,""end_angle_deg"":78.5,""center_angle_deg"":51.0,""angular_width_deg"":55.0,""beam_count"":55,""mean_range"":134.36229226377347,""max_range"":150.0,""mean_delta_range"":77.03643851264529,""max_delta_range"":108.87768408243082}]",44.5562864067257,-1.7763053486121192,-50.54493105295288,84.0,OPENING_APPROACH,True,108.87768408243082,0
186,3.1166666666666605,M1_CROSS_BASELINE,40.222664093603434,43.777335906396566,84.0,84.0,1.5570877890311294,True,False,True,118,2,True,"[{""group_id"":0,""start_angle_deg"":-84.5,""end_angle_deg"":-26.5,""center_angle_deg"":-55.5,""angular_width_deg"":58.0,""beam_count"":58,""mean_range"":135.01023910562682,""max_range"":150.0,""mean_delta_range"":76.62925179059883,""max_delta_range"":105.98152628888504},{""group_id"":1,""start_angle_deg"":24.5,""end_angle_deg"":84.5,""center_angle_deg"":54.5,""angular_width_deg"":60.0,""beam_count"":60,""mean_range"":133.76703441045402,""max_range"":150.0,""mean_delta_range"":78.79904080409008,""max_delta_range"":109.55577822777958}]",42.719495136113395,-1.7773359063965686,-46.1904208960077,84.0,OPENING_APPROACH,True,109.55577822777958,0
192,3.21666666666666,M1_CROSS_BASELINE,40.22190253487006,43.77809746512994,84.0,84.0,1.5570877890311294,True,False,True,126,2,True,"[{""group_id"":0,""start_angle_deg"":-89.5,""end_angle_deg"":-27.5,""center_angle_deg"":-58.5,""angular_width_deg"":62.0,""beam_count"":62,""mean_range"":134.29591287122705,""max_range"":150.0,""mean_delta_range"":77.69938592993718,""max_delta_range"":106.21523390291719},{""group_id"":1,""start_angle_deg"":25.5,""end_angle_deg"":89.5,""center_angle_deg"":57.5,""angular_width_deg"":64.0,""beam_count"":64,""mean_range"":133.03414363141724,""max_range"":150.0,""mean_delta_range"":79.84209274996763,""max_delta_range"":109.77197054139455}]",40.52893943302621,-1.7780974651299388,-42.046814673710635,84.0,OPENING_APPROACH,True,109.77197054139455,0
198,3.3166666666666598,M1_CROSS_BASELINE,150.0,150.0,nan,84.0,1.5570877890311294,True,False,True,216,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-16.5,""center_angle_deg"":-90.0,""angular_width_deg"":147.0,""beam_count"":147,""mean_range"":99.79214593551883,""max_range"":150.0,""mean_delta_range"":34.22926330714451,""max_delta_range"":106.44291221096887},{""group_id"":1,""start_angle_deg"":26.5,""end_angle_deg"":95.5,""center_angle_deg"":61.0,""angular_width_deg"":69.0,""beam_count"":69,""mean_range"":128.1451988213863,""max_range"":150.0,""mean_delta_range"":76.35191175540318,""max_delta_range"":109.55708778903113}]",38.870371377205856,-1.7793051396406712,-38.09849598817675,84.0,BOUNDARY_CROSSING,True,109.55708778903113,0
204,3.4166666666666594,M1_CROSS_BASELINE,150.0,150.0,nan,84.0,1.5570877890311294,True,False,True,220,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-16.5,""center_angle_deg"":-90.0,""angular_width_deg"":147.0,""beam_count"":147,""mean_range"":100.57920257555112,""max_range"":150.0,""mean_delta_range"":35.016319947176804,""max_delta_range"":106.44291221096887},{""group_id"":1,""start_angle_deg"":27.5,""end_angle_deg"":100.5,""center_angle_deg"":64.0,""angular_width_deg"":73.0,""beam_count"":73,""mean_range"":124.39798966388486,""max_range"":150.0,""mean_delta_range"":73.86483666551011,""max_delta_range"":109.55708778903113}]",38.397491437816065,-1.7823072602379486,-34.249601659474955,84.0,BOUNDARY_CROSSING,True,109.55708778903113,0
210,3.516666666666659,M1_CROSS_BASELINE,150.0,150.0,nan,84.0,1.5570877890311294,True,False,True,224,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-16.5,""center_angle_deg"":-90.0,""angular_width_deg"":147.0,""beam_count"":147,""mean_range"":101.23640575279933,""max_range"":150.0,""mean_delta_range"":35.673523124424975,""max_delta_range"":106.44291221096887},{""group_id"":1,""start_angle_deg"":29.5,""end_angle_deg"":106.5,""center_angle_deg"":68.0,""angular_width_deg"":77.0,""beam_count"":77,""mean_range"":120.32963296017383,""max_range"":150.0,""mean_delta_range"":71.38118183727823,""max_delta_range"":109.55708778903113}]",39.07566701501787,-1.787313317684953,-30.37773896583947,84.0,BOUNDARY_CROSSING,True,109.55708778903113,0
216,3.6166666666666587,M1_CROSS_BASELINE,150.0,150.0,nan,84.0,1.5570877890311294,True,False,True,228,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-16.5,""center_angle_deg"":-90.0,""angular_width_deg"":147.0,""beam_count"":147,""mean_range"":101.89113574992368,""max_range"":150.0,""mean_delta_range"":36.328253121549345,""max_delta_range"":106.44291221096887},{""group_id"":1,""start_angle_deg"":30.5,""end_angle_deg"":111.5,""center_angle_deg"":71.0,""angular_width_deg"":81.0,""beam_count"":81,""mean_range"":117.3050847617745,""max_range"":150.0,""mean_delta_range"":69.13111120732867,""max_delta_range"":109.55708778903113}]",40.30545347408495,-1.7935943820988642,-26.399827633111574,84.0,BOUNDARY_CROSSING,True,109.55708778903113,0
222,3.7166666666666583,M1_CROSS_BASELINE,150.0,150.0,nan,84.0,1.5570877890311294,True,False,True,230,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-16.5,""center_angle_deg"":-90.0,""angular_width_deg"":147.0,""beam_count"":147,""mean_range"":102.44009800515718,""max_range"":150.0,""mean_delta_range"":36.87721537678287,""max_delta_range"":106.44291221096887},{""group_id"":1,""start_angle_deg"":32.5,""end_angle_deg"":115.5,""center_angle_deg"":74.0,""angular_width_deg"":83.0,""beam_count"":83,""mean_range"":115.78729957015955,""max_range"":150.0,""mean_delta_range"":68.51383586044446,""max_delta_range"":109.55708778903113}]",41.37603916165605,-1.800155466195846,-22.30315607057944,84.0,BOUNDARY_CROSSING,True,109.55708778903113,0
