frame,time,map_case,lidar_x_eval,lidar_y_eval,corridor_width,max_range,local_lateral_offset,opening_group_count,junction_detected,detector_state,leader_speed,measured_profile_summary,expected_profile_summary,max_abs_valid_profile_delta,GT_phase_eval_only,nan_inf_state_count,noise_std,dropout,occlusion
120,2.0166666666666644,M1_CROSS_BASELINE,-2.2043280483323495,62.411223061136305,84.0,150.0,2.20432804833235,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,48.730685681814414,"{""min"":39.79567195166765,""mean"":93.76251539937758,""max"":150.0}","{""min"":39.79567195166765,""mean"":79.0910910174669,""max"":150.0}",104.92861380049538,JUNCTION_REGION,0,0.0,0.0,0.0
126,2.116666666666664,M1_CROSS_BASELINE,-2.2048559153023706,67.390883345553,84.0,150.0,2.2048559153023675,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,50.21234141962963,"{""min"":39.79514408469763,""mean"":91.17613308863407,""max"":150.0}","{""min"":39.79514408469763,""mean"":79.09107034778317,""max"":150.0}",102.54973096028895,JUNCTION_REGION,0,0.0,0.0,0.0
132,2.2166666666666637,M1_CROSS_BASELINE,-2.204922373030712,72.36576059720906,84.0,150.0,2.204922373030712,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,49.03831600689246,"{""min"":39.79507762696929,""mean"":88.5677638100757,""max"":150.0}","{""min"":39.79507762696929,""mean"":79.09106774549831,""max"":150.0}",99.49932162114872,JUNCTION_REGION,0,0.0,0.0,0.0
138,2.3166666666666633,M1_CROSS_BASELINE,-2.2049184983630656,77.07332198790567,84.0,150.0,2.204918498363064,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,45.387163178889296,"{""min"":39.795081501636936,""mean"":86.47613603558884,""max"":150.0}","{""min"":39.795081501636936,""mean"":79.09106789721865,""max"":150.0}",96.45043585404409,JUNCTION_REGION,0,0.0,0.0,0.0
144,2.416666666666663,M1_CROSS_BASELINE,-2.2049059001247002,81.3456384959857,84.0,150.0,2.2049059001247002,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,40.86739505166472,"{""min"":39.7950940998753,""mean"":84.86914539841415,""max"":150.0}","{""min"":39.7950940998753,""mean"":79.0910683905278,""max"":150.0}",93.72123820804282,JUNCTION_REGION,0,0.0,0.0,0.0
150,2.5166666666666626,M1_CROSS_BASELINE,-2.2048862171931827,85.21177324743306,84.0,150.0,2.2048862171931845,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,37.270972697750054,"{""min"":39.795113782806816,""mean"":83.24234174309468,""max"":150.0}","{""min"":39.795113782806816,""mean"":79.09106916125222,""max"":150.0}",90.52713565240136,JUNCTION_REGION,0,0.0,0.0,0.0
156,2.6166666666666623,M1_CROSS_BASELINE,-2.205102691073579,88.79983563930972,84.0,150.0,2.205102691073577,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,35.08965240012652,"{""min"":39.79489730892642,""mean"":82.09201403179836,""max"":150.0}","{""min"":39.79489730892642,""mean"":79.09106068478582,""max"":150.0}",88.09013006903987,JUNCTION_REGION,0,0.0,0.0,0.0
162,2.716666666666662,M1_CROSS_BASELINE,-2.2057422629254293,92.2724928329666,84.0,150.0,2.205742262925426,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,34.777108767985396,"{""min"":39.794257737074574,""mean"":80.90882542787121,""max"":150.0}","{""min"":39.794257737074574,""mean"":79.09103564107471,""max"":150.0}",85.36341101085604,JUNCTION_REGION,0,0.0,0.0,0.0
168,2.8166666666666615,M1_CROSS_BASELINE,-2.2066265853232356,95.83651755315077,84.0,150.0,2.206626585323235,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,36.47835982031775,"{""min"":39.793373414676765,""mean"":79.67206179705364,""max"":150.0}","{""min"":39.793373414676765,""mean"":79.091001013668,""max"":150.0}",82.29946947550128,JUNCTION_REGION,0,0.0,0.0,0.0
174,2.916666666666661,M1_CROSS_BASELINE,-2.2072133685436106,99.6323421846154,84.0,150.0,2.207213368543613,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,39.023905241825304,"{""min"":39.79278663145639,""mean"":78.36311436009208,""max"":150.0}","{""min"":39.79278663145639,""mean"":79.09097803700104,""max"":150.0}",78.83889193787297,JUNCTION_REGION,0,0.0,0.0,0.0
180,3.016666666666661,M1_CROSS_BASELINE,-2.207147883519731,103.66000940358886,84.0,150.0,2.207147883519731,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,41.02586016653027,"{""min"":39.79285211648027,""mean"":76.95376540242063,""max"":150.0}","{""min"":39.79285211648027,""mean"":79.09098060119771,""max"":150.0}",74.90770801838906,JUNCTION_REGION,0,0.0,0.0,0.0
186,3.1166666666666605,M1_CROSS_BASELINE,-2.2068420426185047,107.81255705063167,84.0,150.0,2.2068420426185043,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,41.65731857137589,"{""min"":39.793157957381496,""mean"":75.72568964799963,""max"":150.0}","{""min"":39.793157957381496,""mean"":79.09099257700802,""max"":150.0}",72.7374442863648,JUNCTION_REGION,0,0.0,0.0,0.0
192,3.21666666666666,M1_CROSS_BASELINE,-2.2065388250646207,111.93242024600616,84.0,150.0,2.2065388250646194,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,40.65510321244616,"{""min"":39.79346117493538,""mean"":74.49299014621,""max"":150.0}","{""min"":39.79346117493538,""mean"":79.09100445009592,""max"":150.0}",67.9194068906556,JUNCTION_REGION,0,0.0,0.0,0.0
198,3.3166666666666598,M1_CROSS_BASELINE,-2.2062948118005314,115.87523471317307,84.0,150.0,2.2062948118005323,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,38.45374023633846,"{""min"":39.79370518819947,""mean"":73.29501980379956,""max"":150.0}","{""min"":39.79370518819947,""mean"":79.0910140049218,""max"":150.0}",65.23724045805952,JUNCTION_REGION,0,0.0,0.0,0.0
204,3.4166666666666594,M1_CROSS_BASELINE,-2.2061046631756818,119.58502732052487,84.0,150.0,2.2061046631756795,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,36.19295104419679,"{""min"":39.79389533682432,""mean"":72.30613129365362,""max"":150.0}","{""min"":39.79389533682432,""mean"":79.09102145057035,""max"":150.0}",69.03721741464012,JUNCTION_REGION,0,0.0,0.0,0.0
210,3.516666666666659,M1_CROSS_BASELINE,-2.2059844170746756,123.1057694223096,84.0,150.0,2.2059844170746743,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,34.63047252269164,"{""min"":39.794015582925326,""mean"":71.33836364183412,""max"":150.0}","{""min"":39.794015582925326,""mean"":79.09102615904618,""max"":150.0}",72.70027968441784,JUNCTION_REGION,0,0.0,0.0,0.0
216,3.6166666666666587,M1_CROSS_BASELINE,-2.2061248401549194,126.53668896406505,84.0,150.0,2.2061248401549207,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,34.27536832254307,"{""min"":39.79387515984508,""mean"":70.37410159829155,""max"":150.0}","{""min"":39.79387515984508,""mean"":79.09102066050049,""max"":150.0}",76.26895389953738,JUNCTION_REGION,0,0.0,0.0,0.0
222,3.7166666666666583,M1_CROSS_BASELINE,-2.206412664916659,130.00924226842127,84.0,150.0,2.2064126649166553,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,35.18824766493646,"{""min"":39.793587335083345,""mean"":69.38802882486092,""max"":150.0}","{""min"":39.793587335083345,""mean"":79.09100939014806,""max"":150.0}",79.88040492769485,JUNCTION_REGION,0,0.0,0.0,0.0
228,3.816666666666658,M1_CROSS_BASELINE,-2.2063931672491592,133.614034458147,84.0,150.0,2.2063931672491606,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,36.67907609757602,"{""min"":39.79360683275084,""mean"":68.36045312893548,""max"":150.0}","{""min"":39.79360683275084,""mean"":79.0910101536181,""max"":150.0}",83.63053894573052,JUNCTION_REGION,0,0.0,0.0,0.0
234,3.9166666666666576,M1_CROSS_BASELINE,-2.206073504368307,137.35887093787844,84.0,150.0,2.2060735043683053,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,37.918777472555995,"{""min"":39.793926495631695,""mean"":67.28177047568475,""max"":150.0}","{""min"":39.793926495631695,""mean"":79.09102267065556,""max"":150.0}",87.52744994562507,JUNCTION_REGION,0,0.0,0.0,0.0
240,4.016666666666658,M1_CROSS_BASELINE,-2.2057882286130663,141.18557921019726,84.0,150.0,2.2057882286130663,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,38.38671051299329,"{""min"":39.794211771386934,""mean"":66.27113697921475,""max"":150.0}","{""min"":39.794211771386934,""mean"":79.09103384119658,""max"":150.0}",91.50940737020733,JUNCTION_REGION,0,0.0,0.0,0.0
246,4.116666666666657,M1_CROSS_BASELINE,-2.205545802619952,145.00436361768047,84.0,150.0,2.2055458026199517,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,37.925999692458085,"{""min"":39.79445419738005,""mean"":65.2099464162678,""max"":150.0}","{""min"":39.79445419738005,""mean"":79.0910433338697,""max"":150.0}",95.48296614565055,JUNCTION_REGION,0,0.0,0.0,0.0
252,4.216666666666657,M1_CROSS_BASELINE,-2.205335108570038,148.73564802094955,84.0,150.0,2.20533510857004,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,36.82077459771346,"{""min"":39.79466489142996,""mean"":64.01167857290133,""max"":150.0}","{""min"":39.79466489142996,""mean"":79.09105158401533,""max"":150.0}",99.36538359400112,JUNCTION_REGION,0,0.0,0.0,0.0
258,4.316666666666657,M1_CROSS_BASELINE,-2.2050331928046236,152.346700662752,84.0,150.0,2.2050331928046205,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,35.63553081569107,"{""min"":39.653299337248,""mean"":62.806697848844145,""max"":150.0}","{""min"":39.79496680719538,""mean"":79.09106340612911,""max"":150.0}",103.12305495702958,JUNCTION_REGION,0,0.0,0.0,0.0
264,4.416666666666656,M1_CROSS_BASELINE,-2.204536986115319,155.86418673820356,84.0,150.0,2.204536986115322,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,34.94511253539054,"{""min"":36.13581326179644,""mean"":61.7360561464568,""max"":150.0}","{""min"":39.79546301388468,""mean"":79.0910828360914,""max"":150.0}",106.78409395265055,JUNCTION_REGION,0,0.0,0.0,0.0
270,4.516666666666656,M1_CROSS_BASELINE,-2.203920348164112,159.35734944318506,84.0,150.0,2.203920348164111,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,35.02789839429085,"{""min"":32.64265055681494,""mean"":60.44008152730078,""max"":150.0}","{""min"":39.79607965183589,""mean"":79.09110698177989,""max"":150.0}",110.42026627892565,JUNCTION_REGION,0,0.0,0.0,0.0
276,4.616666666666656,M1_CROSS_BASELINE,-2.2030903450021952,162.89625808336888,84.0,150.0,2.2030903450021952,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,35.69936018333798,"{""min"":29.103741916631126,""mean"":59.18477041356083,""max"":150.0}","{""min"":39.796909654997805,""mean"":79.09113948220862,""max"":150.0}",114.1048021552271,JUNCTION_REGION,0,0.0,0.0,0.0
282,4.716666666666655,M1_CROSS_BASELINE,-2.20205690563206,166.51374488732046,84.0,150.0,2.2020569056320625,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,36.49957332301495,"{""min"":25.486255112679547,""mean"":57.668292892569625,""max"":150.0}","{""min"":39.79794309436794,""mean"":79.09117994858771,""max"":150.0}",117.87182090843264,JUNCTION_REGION,0,0.0,0.0,0.0
288,4.816666666666655,M1_CROSS_BASELINE,-2.2011989196836512,170.1976331066294,84.0,150.0,2.201198919683648,2,True,LIDAR_PROFILE_JUNCTION_DETECTED,37.02301277960442,"{""min"":21.80236689337059,""mean"":56.09770939922955,""max"":150.0}","{""min"":39.79880108031635,""mean"":79.09121354473824,""max"":150.0}",121.70728047940742,JUNCTION_REGION,0,0.0,0.0,0.0
294,4.9166666666666545,M1_CROSS_BASELINE,-2.200747703179282,173.90644818094873,84.0,150.0,2.2007477031792817,0,False,LIDAR_PROFILE_CLEAR,37.062156807002395,"{""min"":18.09355181905127,""mean"":54.260038269587454,""max"":150.0}","{""min"":39.79925229682072,""mean"":79.09123121302014,""max"":150.0}",125.5671957022356,JUNCTION_REGION,0,0.0,0.0,0.0
300,5.016666666666654,M1_CROSS_BASELINE,-2.2005236497939875,177.59015371186214,84.0,150.0,2.200523649793986,0,False,LIDAR_PROFILE_CLEAR,36.61823948490983,"{""min"":14.409846288137855,""mean"":52.29200885428476,""max"":150.0}","{""min"":39.799476350206014,""mean"":79.09123998627716,""max"":150.0}",129.40016534358693,JUNCTION_REGION,0,0.0,0.0,0.0
306,5.116666666666654,M1_CROSS_BASELINE,-2.2003696533580754,181.21036388738509,84.0,150.0,2.2003696533580737,0,False,LIDAR_PROFILE_CLEAR,35.88570811030205,"{""min"":10.789636112614915,""mean"":50.04232657995726,""max"":150.0}","{""min"":39.799630346641926,""mean"":79.09124601631467,""max"":150.0}",133.16682663906641,JUNCTION_REGION,0,0.0,0.0,0.0
312,5.2166666666666535,M1_CROSS_BASELINE,-2.199883470902458,184.75722829787642,84.0,150.0,2.1998834709024564,0,False,LIDAR_PROFILE_CLEAR,35.203713630203026,"{""min"":7.2427717021235765,""mean"":47.50330157352166,""max"":150.0}","{""min"":39.800116529097544,""mean"":79.09126505375811,""max"":150.0}",136.85839153258436,JUNCTION_REGION,0,0.0,0.0,0.0
318,5.316666666666653,M1_CROSS_BASELINE,-2.1988750012032097,188.25520335645334,84.0,150.0,2.1988750012032128,0,False,LIDAR_PROFILE_CLEAR,34.881899233502466,"{""min"":3.744796643546664,""mean"":44.444183049918685,""max"":150.0}","{""min"":39.80112499879679,""mean"":79.09130454239995,""max"":150.0}",140.50099169564848,JUNCTION_REGION,0,0.0,0.0,0.0
324,5.416666666666653,M1_CROSS_BASELINE,-2.1973668856746174,190.4954615032596,84.0,150.0,2.1973668856746187,0,False,LIDAR_PROFILE_CLEAR,5.1496756119541205,"{""min"":1.5045384967403947,""mean"":41.954783166181706,""max"":150.0}","{""min"":39.80263311432538,""mean"":79.09136359567047,""max"":150.0}",142.83700235764803,JUNCTION_REGION,0,0.0,0.0,0.0
330,5.516666666666652,M1_CROSS_BASELINE,-2.1821143051822025,190.74682639090028,84.0,150.0,2.1821143051822034,0,False,LIDAR_PROFILE_CLEAR,3.416512412671603,"{""min"":1.2531736090997185,""mean"":41.61866891345255,""max"":150.0}","{""min"":39.8178856948178,""mean"":79.09196084087148,""max"":150.0}",143.15383278836492,JUNCTION_REGION,0,0.0,0.0,0.0
336,5.616666666666652,M1_CROSS_BASELINE,-2.182868880580246,190.8385437774301,84.0,150.0,2.1828688805802443,0,False,LIDAR_PROFILE_CLEAR,1.3439737681378081,"{""min"":1.1614562225699103,""mean"":41.492576455865645,""max"":150.0}","{""min"":39.817131119419756,""mean"":79.09193129396724,""max"":150.0}",143.2465087680322,JUNCTION_REGION,0,0.0,0.0,0.0
342,5.716666666666652,M1_CROSS_BASELINE,-2.1743068090103037,190.8385437774301,84.0,150.0,2.1743068090103037,0,False,LIDAR_PROFILE_CLEAR,1.4748718623019899,"{""min"":1.1614562225699103,""mean"":41.492744088357675,""max"":150.0}","{""min"":39.825693190989696,""mean"":79.0922665589513,""max"":150.0}",143.2775715807796,JUNCTION_REGION,0,0.0,0.0,0.0
348,5.816666666666651,M1_CROSS_BASELINE,-2.2213602664820824,190.8385437774301,84.0,150.0,2.2213602664820797,0,False,LIDAR_PROFILE_CLEAR,1.5776258059138946,"{""min"":1.1614562225699103,""mean"":41.49182285238455,""max"":150.0}","{""min"":39.77863973351792,""mean"":79.09042408700505,""max"":150.0}",143.10686374137117,JUNCTION_REGION,0,0.0,0.0,0.0
354,5.916666666666651,M1_CROSS_BASELINE,-2.1834502387674437,190.8385437774301,84.0,150.0,2.183450238767442,0,False,LIDAR_PROFILE_CLEAR,1.7689346616863446,"{""min"":1.1614562225699103,""mean"":41.49256507374616,""max"":150.0}","{""min"":39.81654976123256,""mean"":79.09190852972824,""max"":150.0}",143.2443996265282,JUNCTION_REGION,0,0.0,0.0,0.0
360,6.016666666666651,M1_CROSS_BASELINE,-2.118313259942426,190.8385437774301,84.0,150.0,2.1183132599424255,0,False,LIDAR_PROFILE_CLEAR,1.583716117129321,"{""min"":1.1614562225699103,""mean"":41.493840357886754,""max"":150.0}","{""min"":39.881686740057575,""mean"":79.09445909800947,""max"":150.0}",143.4807136726848,JUNCTION_REGION,0,0.0,0.0,0.0
366,6.11666666666665,M1_CROSS_BASELINE,-2.040072079901444,190.8385437774301,84.0,150.0,2.0400720799014422,0,False,LIDAR_PROFILE_CLEAR,1.8746472494625313,"{""min"":1.1614562225699103,""mean"":41.495372202590765,""max"":150.0}","{""min"":39.95992792009856,""mean"":79.09752278741747,""max"":150.0}",143.76456917481394,JUNCTION_REGION,0,0.0,0.0,0.0
372,6.21666666666665,M1_CROSS_BASELINE,-1.9255135693547916,190.8385437774301,84.0,150.0,1.9255135693547913,0,False,LIDAR_PROFILE_CLEAR,1.890952795678467,"{""min"":1.1614562225699103,""mean"":41.49761508603894,""max"":150.0}","{""min"":40.07448643064521,""mean"":79.10200855431383,""max"":150.0}",144.18018232785371,JUNCTION_REGION,0,0.0,0.0,0.0
378,6.3166666666666496,M1_CROSS_BASELINE,-1.8036132237153468,190.8385437774301,84.0,150.0,1.8036132237153453,0,False,LIDAR_PROFILE_CLEAR,2.0027231655790247,"{""min"":1.1614562225699103,""mean"":41.499506314002055,""max"":150.0}","{""min"":40.196386776284655,""mean"":79.10579101024004,""max"":150.0}",148.60713167338795,JUNCTION_REGION,0,0.0,0.0,0.0
384,6.416666666666649,M1_CROSS_BASELINE,-1.665378132256622,190.8385437774301,84.0,150.0,1.6653781322566203,0,False,LIDAR_PROFILE_CLEAR,2.0522641517363946,"{""min"":1.1614562225699103,""mean"":41.50089939936243,""max"":150.0}","{""min"":40.33462186774338,""mean"":79.10857718096082,""max"":150.0}",148.1343256896837,JUNCTION_REGION,0,0.0,0.0,0.0
390,6.516666666666649,M1_CROSS_BASELINE,-1.5693393617912115,190.8385437774301,84.0,150.0,1.569339361791208,0,False,LIDAR_PROFILE_CLEAR,1.6445397396415509,"{""min"":1.1614562225699103,""mean"":41.501867244818705,""max"":150.0}","{""min"":40.43066063820879,""mean"":79.11051287187335,""max"":150.0}",147.8058439354165,JUNCTION_REGION,0,0.0,0.0,0.0
396,6.6166666666666485,M1_CROSS_BASELINE,-1.5408000415164105,190.8385437774301,84.0,150.0,1.5408000415164125,0,False,LIDAR_PROFILE_CLEAR,1.5453114917329782,"{""min"":1.1614562225699103,""mean"":41.502154854201024,""max"":150.0}","{""min"":40.45919995848359,""mean"":79.11108809063799,""max"":150.0}",147.70823079497305,JUNCTION_REGION,0,0.0,0.0,0.0
402,6.716666666666648,M1_CROSS_BASELINE,-1.5128471750590617,190.8385437774301,84.0,150.0,1.5128471750590649,0,False,LIDAR_PROFILE_CLEAR,1.5363313914934758,"{""min"":1.1614562225699103,""mean"":41.50243655350495,""max"":150.0}","{""min"":40.487152824940935,""mean"":79.11165148924586,""max"":150.0}",147.61262350464426,JUNCTION_REGION,0,0.0,0.0,0.0
408,6.816666666666648,M1_CROSS_BASELINE,-1.5168957047941904,190.8385437774301,84.0,150.0,1.5168957047941873,0,False,LIDAR_PROFILE_CLEAR,1.535947462643343,"{""min"":1.1614562225699103,""mean"":41.50239575382489,""max"":150.0}","{""min"":40.48310429520581,""mean"":79.11156988988573,""max"":150.0}",147.6264707055523,JUNCTION_REGION,0,0.0,0.0,0.0
